id,label,subcategory,franchise,fandom_wiki,requested_page,resolved_page,status,source_page,image_file,local_path,resolution_method,original_width,original_height,saved_width,saved_height,error,notes
character-animated-korra,Korra,animated-characters,Avatar,avatar,Korra,Korra,downloaded,https://avatar.fandom.com/wiki/Korra,File:Korra smiling.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-korra.webp,portable-infobox,333,250,333,250,,
character-animated-leonardo,Leonardo,animated-characters,Teenage Mutant Ninja Turtles,turtlepedia,Leonardo,Leonardo (anime),downloaded,https://turtlepedia.fandom.com/wiki/Leonardo_(anime),File:Mutantturtlesova4.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-leonardo.webp,portable-infobox,946,691,946,691,,
character-animated-michelangelo,Michelangelo,animated-characters,Teenage Mutant Ninja Turtles,turtlepedia,Michelangelo,Michelangelo (Same As It Never Was),downloaded,https://turtlepedia.fandom.com/wiki/Michelangelo_(Same_As_It_Never_Was),File:Sainwmike.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-michelangelo.webp,portable-infobox,240,314,240,314,,
character-animated-raphael,Raphael,animated-characters,Teenage Mutant Ninja Turtles,turtlepedia,Raphael,Raphael (Rise of the TMNT),downloaded,https://turtlepedia.fandom.com/wiki/Raphael_(Rise_of_the_TMNT),File:Rise raph transparent.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-raphael.webp,portable-infobox,384,334,384,334,,
character-animated-donatello,Donatello,animated-characters,Teenage Mutant Ninja Turtles,turtlepedia,Donatello,Donatello (Rise of the TMNT),downloaded,https://turtlepedia.fandom.com/wiki/Donatello_(Rise_of_the_TMNT),File:Transparent Donatello.webp,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-donatello.webp,portable-infobox,500,786,500,786,,
character-animated-scooby-doo,Scooby-Doo,animated-characters,Scooby-Doo,scoobydoo,Scooby-Doo,Scooby-Doo,downloaded,https://scoobydoo.fandom.com/wiki/Scooby-Doo,File:Scooby-Doo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-scooby-doo.webp,portable-infobox,1200,675,1200,675,,
character-animated-shaggy,Shaggy,animated-characters,Scooby-Doo,scoobydoo,Shaggy,Shaggy Chick,downloaded,https://scoobydoo.fandom.com/wiki/Shaggy_Chick,File:Shaggy Chick.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-shaggy.webp,portable-infobox,654,390,654,390,,
character-animated-tom,Tom,animated-characters,Tom and Jerry,tomandjerry,Tom,Tom Cat,downloaded,https://tomandjerry.fandom.com/wiki/Tom_Cat,File:Tom Cat 2.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-tom.webp,portable-infobox,1200,1334,1079,1200,,
character-animated-jerry,Jerry,animated-characters,Tom and Jerry,tomandjerry,Jerry,Jerry Mouse,downloaded,https://tomandjerry.fandom.com/wiki/Jerry_Mouse,File:Kisspng-jerry-mouse-tom-cat-nibbles-tom-and-jerry-5afa8781629bc3.8019112615263681294039.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-jerry.webp,portable-infobox,1154,1093,1154,1093,,
character-animated-bugs-bunny,Bugs Bunny,animated-characters,Looney Tunes,looneytunes,Bugs Bunny,Bugs Bunny,downloaded,https://looneytunes.fandom.com/wiki/Bugs_Bunny,File:Bugs Bunny with his Carrot.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-bugs-bunny.webp,portable-infobox,680,1040,680,1040,,
character-animated-daffy-duck,Daffy Duck,animated-characters,Looney Tunes,looneytunes,Daffy Duck,Daffy Duck,downloaded,https://looneytunes.fandom.com/wiki/Daffy_Duck,File:Daffy Sheldon Duck.webp,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-daffy-duck.webp,portable-infobox,1000,1540,779,1200,,
character-animated-tweety,Tweety,animated-characters,Looney Tunes,looneytunes,Tweety,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-tweety.webp,,,,,,The downloaded file was not a readable image.,
character-animated-wile-e-coyote,Wile E. Coyote,animated-characters,Looney Tunes,looneytunes,Wile E. Coyote,Wile E. Coyote,downloaded,https://looneytunes.fandom.com/wiki/Wile_E._Coyote,File:Coyote.gif,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-wile-e-coyote.webp,portable-infobox,226,363,226,363,,
character-animated-road-runner,Road Runner,animated-characters,Looney Tunes,looneytunes,Road Runner,Road Runner,downloaded,https://looneytunes.fandom.com/wiki/Road_Runner,File:Road-runner.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-road-runner.webp,portable-infobox,820,862,820,862,,
character-animated-popeye,Popeye,animated-characters,DreamWorks,dreamworks,Popeye,Gene Hackman,downloaded,https://dreamworks.fandom.com/wiki/Gene_Hackman,File:Gene Hackman.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-popeye.webp,portable-infobox,1200,1811,795,1200,,
character-animated-garfield,Garfield,animated-characters,Garfield,garfield,Garfield,Garfield (character),downloaded,https://garfield.fandom.com/wiki/Garfield_(character),File:GarfieldNoBackground.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-garfield.webp,portable-infobox,268,417,268,417,,
character-animated-snoopy,Snoopy,animated-characters,Peanuts,peanuts,Snoopy,Snoopy,downloaded,https://peanuts.fandom.com/wiki/Snoopy,"File:Snoopy, Snoopy, Snoopy!.png",C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-snoopy.webp,portable-infobox,1200,1718,838,1200,,
character-animated-charlie-brown,Charlie Brown,animated-characters,Peanuts,peanuts,Charlie Brown,Charlie Brown,downloaded,https://peanuts.fandom.com/wiki/Charlie_Brown,File:Charlie Brown smiling.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-charlie-brown.webp,portable-infobox,847,1280,794,1200,,
character-animated-homer-simpson,Homer Simpson,animated-characters,The Simpsons,simpsons,Homer Simpson,Homer Simpson,downloaded,https://simpsons.fandom.com/wiki/Homer_Simpson,File:S34E19 Write Off This Episode - Homer.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-homer-simpson.webp,portable-infobox,1200,675,1200,675,,
character-animated-bart-simpson,Bart Simpson,animated-characters,The Simpsons,simpsons,Bart Simpson,Bart Simpson,downloaded,https://simpsons.fandom.com/wiki/Bart_Simpson,File:Profile - Bart Simpson.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-bart-simpson.webp,portable-infobox,576,720,576,720,,
character-animated-lisa-simpson,Lisa Simpson,animated-characters,The Simpsons,simpsons,Lisa Simpson,Lisa Simpson,downloaded,https://simpsons.fandom.com/wiki/Lisa_Simpson,File:S35E14 Night of the Living Wage - Lisa.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-lisa-simpson.webp,portable-infobox,1200,675,1200,675,,
character-animated-marge-simpson,Marge Simpson,animated-characters,The Simpsons,simpsons,Marge Simpson,Marge Simpson,downloaded,https://simpsons.fandom.com/wiki/Marge_Simpson,File:Profile - Marge Simpson.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-marge-simpson.webp,portable-infobox,540,720,540,720,,
character-animated-stewie-griffin,Stewie Griffin,animated-characters,Family Guy,familyguy,Stewie Griffin,Stewie Griffin,downloaded,https://familyguy.fandom.com/wiki/Stewie_Griffin,File:FamilyGuy Single StewieBackpack R7.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-stewie-griffin.webp,portable-infobox,1200,1496,963,1200,,
character-animated-peter-griffin,Peter Griffin,animated-characters,Family Guy,familyguy,Peter Griffin,Peter Griffin,downloaded,https://familyguy.fandom.com/wiki/Peter_Griffin,File:FamilyGuy Single PeterDrink R7.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-peter-griffin.webp,portable-infobox,1200,1496,963,1200,,
character-animated-rick-sanchez,Rick Sanchez,animated-characters,Rick and Morty,rickandmorty,Rick Sanchez,Rick Sanchez,downloaded,https://rickandmorty.fandom.com/wiki/Rick_Sanchez,File:Rick Sanchez.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-rick-sanchez.webp,portable-infobox,848,1080,848,1080,,
character-animated-morty-smith,Morty Smith,animated-characters,Rick and Morty,rickandmorty,Morty Smith,Morty Smith,downloaded,https://rickandmorty.fandom.com/wiki/Morty_Smith,File:Morty501.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-morty-smith.webp,portable-infobox,400,500,400,500,,
character-animated-finn-the-human,Finn the Human,animated-characters,Adventure Time,adventuretime,Finn the Human,Finn,downloaded,https://adventuretime.fandom.com/wiki/Finn,File:Original Finn.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-finn-the-human.webp,portable-infobox,1200,1951,738,1200,,
character-animated-jake-the-dog,Jake the Dog,animated-characters,Adventure Time,adventuretime,Jake the Dog,Jake,downloaded,https://adventuretime.fandom.com/wiki/Jake,File:Jakesalad.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-jake-the-dog.webp,portable-infobox,1200,1733,831,1200,,
character-animated-gumball,Gumball,animated-characters,The Amazing World of Gumball,theamazingworldofgumball,Gumball,Gumball (test animation),downloaded,https://theamazingworldofgumball.fandom.com/wiki/Gumball_(test_animation),File:EarlyReelTitle.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-gumball.webp,portable-infobox,1200,514,1200,514,,
character-animated-darwin,Darwin,animated-characters,The Amazing World of Gumball,theamazingworldofgumball,Darwin,Darwin's Dos and Don'ts,downloaded,https://theamazingworldofgumball.fandom.com/wiki/Darwin's_Dos_and_Don'ts,Darwin%27s_Dos_and_Don%27ts.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-darwin.webp,portable-infobox,268,265,268,265,,
character-animated-ben-10,Ben 10,animated-characters,Ben 10,ben10,Ben 10,"Ben 10,010",downloaded,"https://ben10.fandom.com/wiki/Ben_10,010",File:4BTT (69).png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-ben-10.webp,portable-infobox,1200,675,1200,675,,
character-animated-blossom,Blossom,animated-characters,The Powerpuff Girls,powerpuffgirls,Blossom,Blossom (2016 TV series),downloaded,https://powerpuffgirls.fandom.com/wiki/Blossom_(2016_TV_series),File:Bombon apariencia.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-blossom.webp,portable-infobox,241,352,241,352,,
character-animated-bubbles,Bubbles,animated-characters,The Powerpuff Girls,powerpuffgirls,Bubbles,Bubbles (2016 TV series),downloaded,https://powerpuffgirls.fandom.com/wiki/Bubbles_(2016_TV_series),File:Bubbles 3 apariencia.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-bubbles.webp,portable-infobox,500,479,500,479,,
character-animated-buttercup,Buttercup,animated-characters,The Powerpuff Girls,powerpuffgirls,Buttercup,Buttercup (2016 TV series),downloaded,https://powerpuffgirls.fandom.com/wiki/Buttercup_(2016_TV_series),File:Bellota apariencia.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-buttercup.webp,portable-infobox,302,300,302,300,,
character-animated-dora-the-explorer,Dora the Explorer,animated-characters,Dora the Explorer,dora,Dora the Explorer,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-dora-the-explorer.webp,,,,,,The downloaded file was not a readable image.,
character-animated-peppa-pig,Peppa Pig,animated-characters,Peppa Pig,peppapig,Peppa Pig,Peppa Pig (character),downloaded,https://peppapig.fandom.com/wiki/Peppa_Pig_(character),File:Peppa Pig.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-peppa-pig.webp,portable-infobox,1200,1200,1200,1200,,
character-animated-bluey,Bluey,animated-characters,Bluey,blueypedia,Bluey,Bluey Heeler,downloaded,https://blueypedia.fandom.com/wiki/Bluey_Heeler,File:Bluey-Celebrating.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-bluey.webp,portable-infobox,1107,1619,821,1200,,
character-animated-shaun-the-sheep,Shaun the Sheep,animated-characters,Shaun the Sheep,shaunthesheep,Shaun the Sheep,Shaun the Sheep,downloaded,https://shaunthesheep.fandom.com/wiki/Shaun_the_Sheep,File:Shaun the Sheep logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-shaun-the-sheep.webp,portable-infobox,300,218,300,218,,
character-animated-wallace,Wallace,animated-characters,Wallace and Gromit,wallaceandgromit,Wallace,Wallace,downloaded,https://wallaceandgromit.fandom.com/wiki/Wallace,File:Mr. Wallace.webp,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-wallace.webp,portable-infobox,1080,1701,762,1200,,
character-animated-gromit,Gromit,animated-characters,Wallace and Gromit,wallaceandgromit,Gromit,Gromit,downloaded,https://wallaceandgromit.fandom.com/wiki/Gromit,File:How you doing Gromit?.webp,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-gromit.webp,portable-infobox,1080,1451,893,1200,,
character-animated-thomas-the-tank-engine,Thomas the Tank Engine,animated-characters,Thomas & Friends,ttte,Thomas the Tank Engine,Thomas the Tank Engine,downloaded,https://ttte.fandom.com/wiki/Thomas_the_Tank_Engine,File:ThomasTheTankEnginefirstedition.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-thomas-the-tank-engine.webp,portable-infobox,748,531,748,531,,
character-animated-bob-the-builder,Bob the Builder,animated-characters,Bob the Builder,bobthebuilder,Bob the Builder,Bob the Builder (Original Series),downloaded,https://bobthebuilder.fandom.com/wiki/Bob_the_Builder_(Original_Series),BobtheBuildertitlecard%28Widescreen%29.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-bob-the-builder.webp,portable-infobox,268,151,268,151,,
character-animated-postman-pat,Postman Pat,animated-characters,DreamWorks,dreamworks,Postman Pat,Jean Reno,downloaded,https://dreamworks.fandom.com/wiki/Jean_Reno,File:Jean Reno.jpeg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/animated-characters/character-animated-postman-pat.webp,portable-infobox,899,1349,800,1200,,
character-film-harry-potter,Harry Potter,film-characters,Harry Potter,harrypotter,Harry Potter,Harry Potter,downloaded,https://harrypotter.fandom.com/wiki/Harry_Potter,File:Harry Potter DHF1.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-harry-potter.webp,portable-infobox,360,480,360,480,,
character-film-hermione-granger,Hermione Granger,film-characters,Harry Potter,harrypotter,Hermione Granger,Hermione Granger,downloaded,https://harrypotter.fandom.com/wiki/Hermione_Granger,File:Hermione Granger.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-hermione-granger.webp,portable-infobox,1200,1601,899,1200,,
character-film-ron-weasley,Ron Weasley,film-characters,Harry Potter,harrypotter,Ron Weasley,Ronald Weasley,downloaded,https://harrypotter.fandom.com/wiki/Ronald_Weasley,File:Ronald Weasley DHF1.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-ron-weasley.webp,portable-infobox,360,480,360,480,,
character-film-albus-dumbledore,Albus Dumbledore,film-characters,Harry Potter,harrypotter,Albus Dumbledore,Albus Dumbledore,downloaded,https://harrypotter.fandom.com/wiki/Albus_Dumbledore,File:Albus Dumbledore (HBPF promo).jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-albus-dumbledore.webp,portable-infobox,1200,1601,899,1200,,
character-film-rubeus-hagrid,Rubeus Hagrid,film-characters,Harry Potter,harrypotter,Rubeus Hagrid,Rubeus Hagrid,downloaded,https://harrypotter.fandom.com/wiki/Rubeus_Hagrid,File:Rubeus Hagrid.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-rubeus-hagrid.webp,portable-infobox,1200,1599,901,1200,,
character-film-lord-voldemort,Lord Voldemort,film-characters,Harry Potter,harrypotter,Lord Voldemort,Tom Riddle,downloaded,https://harrypotter.fandom.com/wiki/Tom_Riddle,File:Voldemort Headshot DHF1.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-lord-voldemort.webp,portable-infobox,1200,1600,900,1200,,
character-film-dobby,Dobby,film-characters,Harry Potter,harrypotter,Dobby,Dobby,downloaded,https://harrypotter.fandom.com/wiki/Dobby,File:Dobby.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-dobby.webp,portable-infobox,944,1056,944,1056,,
character-film-darth-vader,Darth Vader,film-characters,Star Wars,starwars,Darth Vader,Anakin Skywalker,downloaded,https://starwars.fandom.com/wiki/Anakin_Skywalker,File:Anakin Skywalker RotS.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-darth-vader.webp,portable-infobox,819,1024,819,1024,,
character-film-luke-skywalker,Luke Skywalker,film-characters,Star Wars,starwars,Luke Skywalker,Luke Skywalker,downloaded,https://starwars.fandom.com/wiki/Luke_Skywalker,File:LukeSkywalker.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-luke-skywalker.webp,portable-infobox,1200,1600,900,1200,,
character-film-princess-leia,Princess Leia,film-characters,Star Wars,starwars,Princess Leia,Leia Skywalker Organa Solo,downloaded,https://starwars.fandom.com/wiki/Leia_Skywalker_Organa_Solo,File:Leia Organa TROS.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-princess-leia.webp,portable-infobox,1200,1600,900,1200,,
character-film-han-solo,Han Solo,film-characters,Star Wars,starwars,Han Solo,Han Solo,downloaded,https://starwars.fandom.com/wiki/Han_Solo,File:TFAHanSolo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-han-solo.webp,portable-infobox,1200,1600,900,1200,,
character-film-yoda,Yoda,film-characters,Star Wars,starwars,Yoda,Yoda,downloaded,https://starwars.fandom.com/wiki/Yoda,File:Yoda SWSB.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-yoda.webp,portable-infobox,1200,1440,1000,1200,,
character-film-chewbacca,Chewbacca,film-characters,Star Wars,starwars,Chewbacca,Chewbacca,downloaded,https://starwars.fandom.com/wiki/Chewbacca,File:Chewbacca-SWBC5cvr.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-chewbacca.webp,portable-infobox,720,960,720,960,,
character-film-r2-d2,R2-D2,film-characters,Star Wars,starwars,R2-D2,R2-D2,downloaded,https://starwars.fandom.com/wiki/R2-D2,File:R2-D2-TROSOCE.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-r2-d2.webp,portable-infobox,1200,1816,793,1200,,
character-film-c-3po,C-3PO,film-characters,Star Wars,starwars,C-3PO,C-3PO,downloaded,https://starwars.fandom.com/wiki/C-3PO,File:C-3PO-TROSTGG.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-c-3po.webp,portable-infobox,1200,1600,900,1200,,
character-film-grogu,Grogu,film-characters,Star Wars,starwars,Grogu,Din Grogu,downloaded,https://starwars.fandom.com/wiki/Din_Grogu,File:Grogu-BoBFBox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-grogu.webp,portable-infobox,585,520,585,520,,
character-film-the-mandalorian,The Mandalorian,film-characters,Star Wars,starwars,The Mandalorian,Star Wars: The Mandalorian,downloaded,https://starwars.fandom.com/wiki/Star_Wars:_The_Mandalorian,File:The-Mandalorian-logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-the-mandalorian.webp,portable-infobox,1200,300,1200,300,,
character-film-indiana-jones,Indiana Jones,film-characters,Indiana Jones,indianajones,Indiana Jones,Indiana Jones,downloaded,https://indianajones.fandom.com/wiki/Indiana_Jones,File:Indiana Jones 5 Profile.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-indiana-jones.webp,portable-infobox,1200,1668,863,1200,,
character-film-e-t,E.T.,film-characters,E.T.,ettheextraterrestrial,E.T.,E.T.,downloaded,https://ettheextraterrestrial.fandom.com/wiki/E.T.,File:Thumb-ET.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-e-t.webp,portable-infobox,400,400,400,400,,
character-film-marty-mcfly,Marty McFly,film-characters,Back to the Future,backtothefuture,Marty McFly,Marty McFly,downloaded,https://backtothefuture.fandom.com/wiki/Marty_McFly,File:MartyMcFly1955.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-marty-mcfly.webp,portable-infobox,921,1152,921,1152,,
character-film-doc-brown,Doc Brown,film-characters,Back to the Future,backtothefuture,Doc Brown,Emmett Brown,downloaded,https://backtothefuture.fandom.com/wiki/Emmett_Brown,File:Doc Emmett Brown.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-doc-brown.webp,portable-infobox,570,712,570,712,,
character-film-jack-sparrow,Jack Sparrow,film-characters,Pirates of the Caribbean,pirates,Jack Sparrow,Jack Sparrow,downloaded,https://pirates.fandom.com/wiki/Jack_Sparrow,File:DMTNT Jack Sparrow cropped.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-jack-sparrow.webp,portable-infobox,686,858,686,858,,
character-film-willy-wonka,Willy Wonka,film-characters,Roald Dahl,roalddahl,Willy Wonka,Willy Wonka,downloaded,https://roalddahl.fandom.com/wiki/Willy_Wonka,File:1964 Willy Wonka from Charlie And The Chocolate Factory.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-willy-wonka.webp,portable-infobox,455,640,455,640,,
character-film-james-bond,James Bond,film-characters,James Bond,jamesbond,James Bond,James Bond (Sean Connery),downloaded,https://jamesbond.fandom.com/wiki/James_Bond_(Sean_Connery),File:James Bond (Sean Connery) - Profile.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-james-bond.webp,portable-infobox,602,601,602,601,,
character-film-mary-poppins,Mary Poppins,film-characters,Disney,disney,Mary Poppins,Mary Poppins (soundtrack),downloaded,https://disney.fandom.com/wiki/Mary_Poppins_(soundtrack),Mary_Poppins_%28soundtrack%29.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-mary-poppins.webp,portable-infobox,516,513,516,513,,
character-film-paddington-bear,Paddington Bear,film-characters,Paddington,paddingtonbear,Paddington Bear,Paddington Brown,downloaded,https://paddingtonbear.fandom.com/wiki/Paddington_Brown,File:Paddington through the years.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-paddington-bear.webp,portable-infobox,452,670,452,670,,
character-film-peter-pan,Peter Pan,film-characters,Disney,disney,Peter Pan,Peter Pan (franchise),downloaded,https://disney.fandom.com/wiki/Peter_Pan_(franchise),File:Peter Pan Logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-peter-pan.webp,portable-infobox,800,310,800,310,,
character-film-tinker-bell,Tinker Bell,film-characters,Disney,disney,Tinker Bell,Tinker Bell,downloaded,https://disney.fandom.com/wiki/Tinker_Bell,File:Profile - Tinker Bell.jpeg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-tinker-bell.webp,portable-infobox,686,930,686,930,,
character-film-alice,Alice,film-characters,Disney,disney,Alice,Alice,downloaded,https://disney.fandom.com/wiki/Alice,File:Profile - Alice.jpeg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-alice.webp,portable-infobox,775,902,775,902,,
character-film-mad-hatter,Mad Hatter,film-characters,Disney,disney,Mad Hatter,Mad Hatter,downloaded,https://disney.fandom.com/wiki/Mad_Hatter,File:Profile - Mad Hatter.jpeg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-mad-hatter.webp,portable-infobox,826,1035,826,1035,,
character-film-dorothy,Dorothy,film-characters,The Wizard of Oz,oz,Dorothy,Dorothy Gale (The Wiz),downloaded,https://oz.fandom.com/wiki/Dorothy_Gale_(The_Wiz),File:2f9c62548b999b3eff9b67f2c958448e.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-dorothy.webp,portable-infobox,494,750,494,750,,
character-film-the-scarecrow,The Scarecrow,film-characters,The Wizard of Oz,oz,The Scarecrow,The Scarecrow of Oz,downloaded,https://oz.fandom.com/wiki/The_Scarecrow_of_Oz,File:Scarecrowofoz.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/film-characters/character-film-the-scarecrow.webp,portable-infobox,317,432,317,432,,
